,Name,Lowest price,Price per slot,Trader price,Last update,Hash EN,Hash RU
1771,Secure container Epsilon,0,0,682000,Price updated 29 days ago,No hash,No hash
1772,Secure container Gamma,0,0,1147000,Price updated 29 days ago,No hash,No hash
1773,Secure container Kappa,0,0,3038000,Price updated 29 days ago,No hash,No hash
1774,Small S I C C case,22000000,11000000,465000,Price updated one month ago,No hash,No hash
1775,T H I C C Items case,15079999,1005333,1922000,Price updated 8 minutes ago,261c93f1f2a7d0de2b30097c7b251d70,61003e506dd18e2c4b6bca2d11738b86
1776,T H I C C Weapon case,7333333,733333,837000,Price updated 8 minutes ago,4d43d40fcce86ae8d6076028ce00cc32,44997874052c0112db7b9da8ae4376fe
1777,Waist pouch,0,0,0,None,No hash,No hash
1778,Weapon case,4300000,430000,542231,Price updated 8 minutes ago,72abb23f344f311a1937ebdd7f3388de,3a2ff7a3a0fc5f36c982bbf6b27a8c3c
1779,#FireKlean gun lube,48000,48000,21857,Price updated 31 a minute ago,5ec6dee2b423a50769a7dd7a1aad05f8,9b1f2583892fd2b21bc3c79ad2be23b0
1780,42nd Signature Blend English Tea,22000,22000,16652,Price updated 32 minutes ago,dd305c7de311a1ada043a3391ef448e0,52c3dfad4beb775b4cbcd21770d539e1
1781,5L propane tank,25000,6250,7588,Price updated 3 hours ago,25c44c57f0f96051a3673070990577a4,71f73b8e69ae1fdb248e0e8152637c01
1782,6-STEN-140-M military battery,459999,57499,198000,Price updated 21 a minute ago,f966b6702f1f7f746435bb095cbd09d2,3be4b0b302c7818388f4ed7e5ed0c51e
1783,A pack of nails,24999,24999,2463,Price updated 39 minutes ago,f177d035a1f4326da63c7298efebd88f,653c34129f8e5091eeb76b51063944b2
1784,A pack of screws,5900,5900,1884,Price updated 3 hours ago,f108577974b339263ce2a550395a7863,3db321447c7dca2389fd864cc9b675c3
1785,A set of tools,27500,6875,12226,Price updated 22 minutes ago,c9a9388bec30b77acbf10a1ea3776644,0ad8f2e4b3d46ea3505a8b33bb8b4af6
1786,AA Battery,1500,1500,391,Price updated an hour ago,2ed28725efdf8d5881565ef8d9b7f8ca,914a006ef81c344ce4155356f3e80f2e
1787,Air filter for gas mask,25000,12500,6023,Price updated 22 minutes ago,35fb04a498a88597d9f4d0dad120594d,84f4b5f3e1e16b11f72ed4e0b7ae8ee6
1788,Analog thermometer,27400,13700,27360,Price updated 3 hours ago,1a532c00cfbc92504555f7186fdf737d,5809ec63691fe6fb62e1f0b10361b40c
1789,Antique teapot,28900,14450,28140,Price updated 2 hours ago,21cf7008ab198527e330dae713f05fc3,1c0e6250b9a9d517e67654f65f1cc072
1790,Antique vase,42500,10625,40680,Price updated 2 hours ago,4d34d4dbe1e219276693f674157dcc7c,cd8da05cda5811e53036a56261e6ae13
1791,Apollon Soyuz cigarettes,4888,4888,1500,Price updated 16 minutes ago,47d311a70504c5edaba5e6f5ef8c2e46,5406a8ab793ae4a6f96dcddbb973fdef
1792,Aramid fiber cloth,17666,8833,5280,Price updated an hour ago,2b056378fc99c36a5e2392f19086b418,dafc3d62d5c2c33eec9c061b90e2c774
1793,Battered antique Book,37811,18905,37817,Price updated 42 minutes ago,b5b739f9ba0527ca6c857427de25db86,827bf9872a5b6030ee4cf39b7e4507fd
1794,Blood sample,0,0,0,None,No hash,No hash
1795,Bolts,27888,27888,6600,Price updated 30 minutes ago,4c4fabc0ee57d063f9d89941f5ffe472,cc946a8277a74e34e7d0d56943cddf28
1796,Broken GPhone,12000,12000,11209,Price updated an hour ago,edc8d7bd4eeefeb8ea4edb6fcedb595f,009485f200cb4eb202ff34fb312f6a36
1797,Broken GPhone X,19250,19250,19200,Price updated 34 minutes ago,9ba376e52cdd386e2d5fb4079abad4bf,4ef09f41b8198aa9ee05c54d61d40b03
1798,Broken LCD,8300,4150,8100,Price updated 19 minutes ago,2a65be088ebbdc17549b89f66fe48fc5,184104e5109bbf81e34858f7f97c0e94
1799,Bronze lion,420000,70000,97761,Price updated 24 minutes ago,076e740d147faa04ff26a3667aee18f4,b7849dc451bc33f30d061cc03dfc2d19
1800,Bronze pocket watch on a chain,0,0,0,None,No hash,No hash
1801,CPU Fan,26999,26999,2802,Price updated 29 minutes ago,8639c757db5a0efb5f1fcaaf382429fc,2bbbffddbb7e035dfb4e392e6ca05608
1802,Can of Dr. Lupo's coffee beans,31000,31000,31200,Price updated 1 an hour ago,0d99abfb1a2f8c569676a04bdbf7cff0,de3671491f14e919ffedb8ba1be3ee31
1803,Capacitors,8000,8000,1500,Price updated an hour ago,56c516fcfda2d3339a7c1af0f2ed5f4b,b2248c3884ac5261847cbe30e07e37ef
1804,Car battery,82222,13703,36938,Price updated 24 minutes ago,8fbaa58edda3102a3db0170dc7270cbf,206f2d9cea4f402f3be9dee18b22ecb0
1805,Cat figurine,28000,9333,28385,Price updated 3 hours ago,43b11c4106829e693571372c59f3a3bd,206f2d9cea4f402f3be9dee18b22ecb0
1806,Chain with Prokill medallion,57000,57000,51000,Price updated 2 hours ago,2a15c9a35c1e10df2604bcb64eb69780,37952e8c39e19b6073b2ebda8285d542
1807,Chainlet,8600,8600,4341,Price updated 2 hours ago,a205320ea1331a47fa94fbc79f1f1998,fc73b7c7f844a0c38149408f41c65780
1808,Chemical container,0,0,0,None,No hash,No hash
1809,Chemical container,0,0,0,None,No hash,No hash
1810,Chemical container,0,0,0,None,No hash,No hash
1811,Christmas tree decoration ball (red),4200,4200,4200,Price updated 11 months ago,No hash,No hash
1812,Christmas tree decoration ball (silver),6000,6000,6000,Price updated 11 months ago,No hash,No hash
1813,Christmas tree decoration ball (violet),12000,12000,12000,Price updated 11 months ago,No hash,No hash
1814,Classic matches,13999,13999,1212,Price updated 35 minutes ago,12089735c3d898f23ecab968d23608ad,98f1118295c011be7913ac3f0394146a
1815,Clin wiper,39000,19500,4271,Price updated 15 minutes ago,aaf59af1db0ed7fdef568086b0db0d9c,785b265a325f1f2866b3614493bf0258
1816,Coffee Majaica,13111,13111,8986,Price updated 39 minutes ago,908613e8986d737a3ce588388bade887,0f36c2a0c3eb5996763056598eb05d7e
1817,Construction measuring tape,2000,2000,1061,Price updated 43 minutes ago,d86dafe89990db01c0605dc0b02b8574,754aff1e7380ee4cee0f837c5b65abc5
1818,Corrugated hose,23000,11500,7321,Price updated an hour ago,579266e0f38a38035569388d28730aa8,f1f8d6713b9d69f7793cdd42e92df0f5
1819,Crickent lighter,9000,9000,792,Price updated 35 minutes ago,be1be4765fa6c50c62ba3631c89ad24b,968d3558426b32d6fa05ac0ab60fa5c2
1820,Cyclon accumulator battery,51001,25500,51000,Price updated 16 minutes ago,869872266eb512ce6b4db21adccb74f2,68442445cd87314595a63a23ffec9c74
1821,D Size Battery,3998,3998,1324,Price updated 2 hours ago,43ae0ef89e25d12f0f0dbc15953eb2f4,51996058dd7ac71c9efb9aae22b3adfe
1822,DVD drive,10000,5000,4977,Price updated an hour ago,b5129d43c8682e8993ab2104a1a20d13,b2fba758fd40857fe94e69df491c7b16
1823,Damaged hard drive,7490,3745,4495,Price updated 16 minutes ago,3db448abb11f4d7718857378c172d7c4,5bb2de5ae1cec212dfd73c0d735259c7
1824,Deadlyslob's beard oil,32000,32000,33269,Price updated 3 hours ago,eab3520484f549f0479d2c66c9fc6f34,f851919425a7ff271e2cd279374b8934
1825,Disposable syringe,12000,12000,1800,Price updated 11 minutes ago,c7e85e33168372b9d0749799cb58239e,218ac80ff8360e95626bc4c948f12780
1826,Dogtag BEAR,10000,10000,360,Price updated 4 months ago,No hash,No hash
1827,Dogtag USEC,10000,10000,360,Price updated 4 months ago,No hash,No hash
1828,Dry fuel,30000,30000,25305,Price updated 2 hours ago,b539d22348d2182f0a2d5968b2369290,ff6e5e6564589cf68e888ccbe64e514d
1829,Duct tape,14999,14999,1499,Price updated 17 minutes ago,fc2f2222d4408c53629545e24fa2f328,11b1c488ffbe67be321750910c308796
1830,Electric drill,21990,5497,11966,Price updated 16 minutes ago,b9be62a076bb3868392b66205e551b15,f3c67633e73e2b63d7e2cdcb974b24d9
1831,Electric motor,27000,6750,25800,Price updated 14 minutes ago,22b888b19a57059d710443c7812c8a08,7c74444c391978304d30bd1560bc46e0
1832,Energy-saving lamp,8500,8500,6493,Price updated 2 hours ago,eff242e4e32b3117736838084321ff66,011ccb1aa3185fed9735d162a46602e4
1833,Expeditionary fuel tank,0,0,0,None,77a74dbae8500ccdb3ec0315ee024ee7,59262607bcdf6603bf20536d2405f9b4
1834,FP-100 filter absorber,245000,27222,49200,Price updated 14 minutes ago,46660d9c5a84d7c46dc1dc37824e0ca4,013a08c53359238623e4c5391a85aa90
1835,Flat screwdriver,14444,14444,900,Price updated 11 minutes ago,dca7a99e39fe597b7e0a7731fe43d77c,67dfcde3a1a0eb341e368d0128c1d56a
1836,Fleece cloth,8800,4400,2400,Price updated 43 minutes ago,192c02204d20e94162be79ae3a7a08b8,ff7b306fa0901dbac90b64686d1dce31
1837,Fuel conditioner,39999,19999,36362,Price updated 3 hours ago,7af466633a839ac1b03f4cf3a0d079f5,2d4dc99828a59c3c4fbfb9d944698362
1838,GP coin,23000,23000,21480,Price updated 2 hours ago,d919e7330cacbe4f1d335fae85da86eb,f156b5d7b4b986297a71b6456ee651c4
1839,Gas analyzer,16999,8499,12418,Price updated 22 minutes ago,2c42e76a69ea1eb45e1703ba6bed1eb0,760096d2335a7fec701e0b0999b9445d
1840,Geiger-Muller counter,9999,4999,10010,Price updated an hour ago,fb979ca3710f9bdc9656bcf0a159c8d9,2deea5595b7ff331f521148d54f3e570
1841,Gold skull ring,52000,52000,33000,Price updated 3 hours ago,eb28dd07a764cec21bf7f10701e4173e,d5a88667e2a79862361d36c99afc6d2b
1842,Golden 1GPhone,26799,26799,26783,Price updated 2 hours ago,4c0869b867a5987b2237942827a3af4c,809a5e03a93ed1be2dd6248bb6aa8267
1843,Golden neck chain,25000,25000,22906,Price updated 2 hours ago,ad558b7bcb253e3fb2d4e5a863f2fb69,8326afecc054167a9b5dc66b19fcee7a
1844,Golden rooster,54340,13585,54340,Price updated 11 minutes ago,a4817abf8fc2b2d4b579c3283d1ab309,da4da47ede2544b9dbbd1e4e8ad9d99d
1845,Graphics card,840000,420000,118800,Price updated an hour ago,40e8db9c07b4eb5433a64dc6e2ca7f0d,1208e534b11d88b237f7853fc7e36cab
1846,GreenBat lithium battery,15000,15000,15600,Price updated 17 minutes ago,7c1fbfe9ae50937a353d4dbc77ca6b59,c4af5dba6f7316870c17b27e0597d49c
1847,"Gunpowder ""Eagle""",64444,32222,19200,Price updated 14 minutes ago,78e2eaf3425361552a86ae9d90a30c0c,2b3accdbc7a03d200a9a0853ebade471
1848,"Gunpowder ""Hawk""",61000,30500,21000,Price updated an hour ago,dce557cad2c4268efa562a2355276509,49aed6f5cf8a63bf43c86abd1ede52b2
1849,"Gunpowder ""Kite""",17499,8749,8400,Price updated 14 minutes ago,26c127134c9383561e01e399976a7a0f,3a70aca8e2d0e9160f1e0ad50217110f
1850,Hand drill,36000,6000,36000,Price updated 39 minutes ago,59f055fb5a420bc5ae096df806971235,07bc3a9c3eab0063ad9703910834a473
1851,Heat-exchange alkali surface washer,9500,4750,5074,Price updated 28 minutes ago,0e258aeca49c6a84665e1614e8ba2d34,58ce3f15ee3c2a49fc4a31dfdb6be226
1852,Horse figurine,7098,3549,6869,Price updated 3 hours ago,915387ec47f944578b98b1afaff0740c,4871bad447043b14f75ed42d71322844
1853,Hunter matches,9700,9700,2280,Price updated 2 hours ago,c3dbdf5c3a179a2c791b50927ce579be,1744a9e9126578bc1859b8df2d7df227
1854,Hydrogen peroxide,7600,7600,7301,Price updated 40 minutes ago,306ecad37451334926d9b82c78240303,d9b5d4f6600a20acc0191b636928f1a1
1855,Insulating tape,8000,8000,1211,Price updated 30 minutes ago,fcd09e60812c69ea7df1caff9d8ec7ec,0b02683f2a0a8f882c890a0472720383
1856,KEKTAPE duct tape,26999,26999,14400,Price updated 29 minutes ago,e1fac2bb067d1d43130ec2b481998877,0b36c8f5e57a33e07a6cf42640e1e752
1857,LEDX Skin Transilluminator,745555,745555,291000,Price updated 35 minutes ago,87cfdf031e24d335c8ff36035ec03a50,4c2e938fd6c72318326442c660db80bb
1858,Light bulb,8555,8555,5700,Price updated 2 hours ago,366412009e75d4667ffe77744f64f775,11371f78cd88488f4cd56dc2b24c8d7f
1859,Long flat screwdriver,7943,3971,7920,Price updated 2 hours ago,a9a50b7f69a92a2af7017cfd14b084d2,a75824e7c99da1cc567fab64e79316a9
1860,Magnet,14000,14000,7628,Price updated 17 minutes ago,9fbfd06c63c8118d144e6f883257803a,94c048cb427074e4c4484cea5e52abb6
1861,Malboro Cigarettes,6000,6000,1326,Price updated an hour ago,d7a89675201903ad6f8f20a92f5b4d6b,0486a2e7fdb9518e964f64bb1086605b
1862,Medical bloodset,11000,11000,5859,Price updated 16 minutes ago,9a8d79a3ea896e53fcfdbbfdc600c30d,9d2e32730b5069a9257a0ecf16f3efa0
1863,Metal cutting scissors,19999,9999,13380,Price updated 34 minutes ago,638cff4d711b5f879b771199c11c8857,d8b66a02a5bd9f7d86d67c2828dec3b8
1864,Metal fuel tank,165000,27500,3600,Price updated 23 minutes ago,9893829c543c1b9d17e6c78e716bbc01,1772ebc67187b28b270254a798c09b7f
1865,Military COFDM wireless Signal Transmitter,93999,46999,87300,Price updated 23 minutes ago,1f7cff96d347c491f19897237d91edf8,de74dcccb62d738568de7cff5a7f8b2d
1866,Military cable,39000,19500,24720,Price updated 27 minutes ago,fcc75d476bb516f6b937b4728a4fb756,1af11f65a862887e982dc3b0cb02411a
1867,Military circuit board,78999,78999,24000,Price updated 14 minutes ago,80510bc69051f218c341b2787dcf8af3,926d09a2076f1e70af6ea40f75433578
1868,Military gyrotachometer,37208,18604,37200,Price updated 3 hours ago,92b8c7067007b74248aef2d6ca154aba,05ba0f888d11fc19b02d29edfa15106a
1869,Military power filter,69999,69999,33000,Price updated 24 minutes ago,53e1459324d19eac6a037873e7b15ea6,d464bc23d5252a7b27eef33c75d447a0
1870,Military thermal vision module Iridium,94444,94444,48720,Price updated 25 minutes ago,e15442f6300b55a092c84819b5d51b68,f2feae8f8357f59303c03af373cb90fe
1871,Motor Controller,0,0,0,None,No hash,No hash
1872,Motor Controller,0,0,0,None,No hash,No hash
1873,Motor Controller,0,0,0,None,No hash,No hash
1874,NIXXOR lens,18999,18999,15180,Price updated 24 minutes ago,c261ceab2c9626a0549138bfca7a2701,ecd9c43456d4a3d8e617f35702077eac
1875,Nippers,2000,2000,3900,Price updated 3 hours ago,f46e138c05864a0a0097c223677c8d9b,57c05bbef6fa89100d84e6b421d1ae18
1876,OFZ 30x160mm shell,126000,63000,33600,Price updated 14 minutes ago,6f2d928719d37cdf34928c04584baf82,8ca39700ba466b6e25480a3d3e480eb4
1877,Old firesteel,20000,20000,20041,Price updated 31 a minute ago,8cfa3b5801c87c2d39a08191e9640827,34c2a674915d9686de8b17b6d337e2f6
1878,Ophthalmoscope,98000,98000,50947,Price updated 41 a minute ago,0abac9c2fb67c57762f2f09ed51c99fb,6c393d5f2f0729a620fcf2842914759d
1879,Ortodontox toothpaste,0,0,0,None,a5cda215900808dfa780877cbdc20c21,03bdf92f0bce132366960cccace6f057
1880,Ox bleach,0,0,0,None,614eccd11ee0061197f190c856646fd8,bb43021b47c2412bbd776628ee08edf2
1881,PC CPU,0,0,0,None,7ec3d2a2a2581ee7763425fe24c1b044,0949db2ca1ccb8b49bed084541abf526
1882,Pack of chlorine,0,0,0,None,900ac2ca8952fc880dbe08739385ea3c,65f21104bcd7cba5ad305ca386b33b2b
1883,Paid AntiRoach,0,0,0,None,fdf1ff00997861d98ddd4bee3662565e,70ac809f193625355b6a1c2096b18685
1884,Paracord,0,0,0,None,ecc8e8839d740b8ca8d35d47b5236076,ccc833db56aefb8e18d2faacb6c1511c
1885,Phase control relay,0,0,0,None,e6e9208fc9623fe304a853e102372e94,3ca1a2675039f6680d08a1247adf4668
1886,Phased array element,0,0,0,None,c2a2e0f57575042fe0a7cf1e513ba9ce,22fc8b0575bb35d3f1349032a2d8f22c
1887,Physical bitcoin,0,0,0,None,85153d5e6f4e28642c89a81924904278,No hash
1888,Piece of plexiglas,0,0,0,None,70449e2ee5c215d8d20c260b8b9e225f,95284c4936194291822bf304a4494aff
1889,Pile of meds,0,0,0,None,b40597e6d396f5564aa82eb647f43373,abdc0bcc0a3ac60953d8a24b3eee0e44
1890,Pliers,0,0,0,None,4ab757c9f466011d2278ec987948b499,fa41770b72b3d5f8d9cd0a529b494be5
1891,Pliers Elite,0,0,0,None,e914dde229de2d4291f236833a1b7931,69eea366dd4c384cc8327d9d4e9c2027
1892,Polyamide fabric Cordura,0,0,0,None,4cbeec376620326f9f016998d78d7996,073276f5764efb2e4d252900f7f2af88
1893,Portable defibrillator,0,0,0,None,c94fc2b920bc4c6dc0405830ffc55cd6,954cba425f1353a0a78fed757b10ce6d
1894,Power supply unit,0,0,0,None,bd18f0f6588ee9e33f2bdefc00d41c2f,107f1f4b5ae2a54fddbc281f97cc6eed
1895,Powerbank,0,0,0,None,7ac90a608741f65fa1000ccfcb4522bb,96c95a4b8268adf90afda417df016ccb
1896,Powercord,0,0,0,None,82ebd9f96235beee424e74e180717539,0584e23e4b4e475b4542d9934a5d2541
1897,Pressure gauge,0,0,0,None,167f511258b92d05e3f4fc72c416db5c,b78418b94fbfa32f6ef1ebb8fdde2ea0
1898,Printed circuit board,0,0,0,None,cd48eb51e10d6e1ed2d7cb5fc0e60cc6,1935d94d42bf3132ffa7a842d758da6c
1899,Printer paper,0,0,0,None,d492aefdb03a07344f5c8853f08fdf3e,18019a9103bdc9ebc148072fdeae0f35
1900,RAM,0,0,0,None,462191f5d4465fab84715a89f2003eb4,3c68a1c67dfa8a821c7049b819904863
1901,Radiator helix,0,0,0,None,6db719599d583a8599815ca81d484e14,ce8f2ea3831dbc358e367513cef6c308
1902,Raven figurine,0,0,0,None,384789849c1746a8e0c82847b2a12b21,735645e33023acdec287439811ec1517
1903,Rechargeable battery,0,0,0,None,870484edf98ec43fa4717a027329b90e,b9cbb3fa441a509c7e4d539f1d05e326
1904,Repellent,0,0,0,None,6c5563a68d64cfaaeb8f9aeb160e7184,0efdb008657d5ca83905ba470c9e2851
1905,Ripstop cloth,0,0,0,None,c21f27a6deaadca4939c6c4c96c63c94,e3a888e9fc74f73b302494b3d3304e2d
1906,Roler submariner gold wrist watch,0,0,0,None,07898e974323d057ee149b3929680e1c,851c1e3023755567310f08af066532d0
1907,Round pliers,0,0,0,None,a99b2e7279d06cc30229089a36992dfb,2592f648b5b7b53a62e8feb253cb30a6
1908,Saline solution,0,0,0,None,11ceebc2832b5ebfeeb8b115fd5070ac,ba4629af8acdb63d79c4fb50b82b8063
1909,Schaman shampoo,0,0,0,None,7b4244f189f4e15fd3874ad1fa3aabc2,36014a610045ab46b0edfa7183dff085
1910,Screw nut,0,0,0,None,9a0c1a8714cb215ac5f6f3b08502179f,e89c6c71a1ee34680ff0a0334314ce4b
1911,Screwdriver,0,0,0,None,63052baa8fca27d554c2777cc0835b8d,67dfcde3a1a0eb341e368d0128c1d56a
1912,Shustrilo sealing foam,0,0,0,None,4027a7e185c18eaff026ed114f410d77,42ec59b63595e2e07b566190c8a06231
1913,Silicone tube,0,0,0,None,385d8d45e6979bf2794c8fde3a323e99,1e045d5e7f7135e225b5fafa8a7a39d9
1914,Silver Badge,0,0,0,None,913ae35120f62c8c9f4972743a7bb47d,4beaa4036e185bd7efeb2abfcff92b2d
1915,Single-axis Fiber Optic Gyroscope,0,0,0,None,No hash,No hash
1916,Single-axis Fiber Optic Gyroscope,0,0,0,None,No hash,No hash
1917,Smoked Chimney drain cleaner,0,0,0,None,2d07b0b7b9ca037cf71a94f55b38cc6e,6e2aa1ba845645b5055e693d8833c99f
1918,Soap,0,0,0,None,b5a2197b47395cc4f8b2dfa0898564c2,e42ebff9cdc87a79be5ec6a3a04aa8d1
1919,Sodium bicarbonate,0,0,0,None,dc40e3a5a857c3f5af9b5ff3cfc4d7b7,0be8a3e9be0dec6f4a7b4c79980c6e9f
1920,Spark plug,0,0,0,None,8511fbd7b38ca8978f8f5cd5603717b0,a8a8530851b3f84c1991d4f5a903ad4c
1921,Strike Cigarettes,0,0,0,None,c96d24182ac250c2336d76c936628a32,5c60b62239e5317d7e0932710c2439cb
1922,SurvL Survivor Lighter,0,0,0,None,2cd43a3cd56f3e63449beec7fbb6aee4,d0fc1b260636d18e175d3fc0bacef227
1923,Syringe with a chemical,0,0,0,None,No hash,No hash
1924,T-Shaped Plug,0,0,0,None,9d8865e5195219c8a742dc3fae3f0b12,203b1336bfd0eb02a721536f5ca18e71
1925,Tetriz portable game,0,0,0,None,c0645509276ab668607b167dfac5f95e,a2c491b7fb0cacb5a77cd6f599455413
1926,Toilet paper,0,0,0,None,2c35087e59d803c5eba91fad22417db0,cc52f7c43f51f323e50be4afd1dd06cd
1927,Toothpaste,0,0,0,None,8e41a016284baeb2281d9b1b7a56261b,bae563757a6aae316ca18701736820ca
1928,Toughbook reinforced laptop,0,0,0,None,No hash,No hash
1929,Tube of Poxeram Cold Welding,0,0,0,None,4bbfb48cc92ede08bf973019278308cf,0d1705aa611e9db1442e57c3a5bc4726
1930,UHF RFID Reader,0,0,0,None,5051eb215bfe886ec6e4191fdcf04e60,70b62f10f0bc6be60823eefc5b7ffb10
1931,USB Adapter,0,0,0,None,5acf4e982edd8bd73da30bfe1b595a61,73fe8fef5f5004aa6034f19c4c2fbdc2
1932,UZRGM grenade fuze,0,0,0,None,d1c52fbff0b73ba219de4ca90c085afa,79baf3c720da1f48c64464748433b570
1933,Ultraviolet lamp,0,0,0,None,3e90673b948ad44814644dfb16f5eb50,c76ec4c4589727e28b85a539d328d1b8
1934,VPX Flash Storage Module,0,0,0,None,045bce091f8191a364b9d6eb12ff422a,245b96e3c099bad8289a4264a595851d
1935,Veritas guitar pick,0,0,0,None,9b3758b221ceca1089220bc7c7bf0bde,b6d5d84b5fe2f78e1b7e97c378da8c7c
1936,Virtex programmable processor,0,0,0,None,40a38b6d2941613f90553dc86cccf712,f665dfee1c19ca2b58bed71074144499
1937,WD-40 100ml.,0,0,0,None,cbb00b26a9726242a4ce21bf5d6b86fa,ba9d29239e0aa7518e8b95327a4b0751
1938,WD-40 400ml,0,0,0,None,19a7d325af41d543079627dc4e488d76,7f54a2cc252e7ac3f569d70071c71f4a
1939,Water filter,0,0,0,None,872ee722dee26a58d463b6f094b8a300,f8a477e1565b98326ff8aaf55cb5977e
1940,Weapon parts,0,0,0,None,c7c5ea0b7ae010dd2524995559551d48,22a8b059e78f0f1decd2c256b24d6720
1941,Wilston cigarettes,0,0,0,None,70c2417359a0669e0fac017a980be71a,4732166437b072ec938ce9b0a61fceaa
1942,Wires,0,0,0,None,2982bd64d452c7f6f5a8dc478cf580ee,7d39cdfe7481ad63b117556fd27c8892
1943,Wooden clock,0,0,0,None,1434d50227caf94e96ab7d3d2900f4ba,02722c29c8ff49a61bb036816cec3b62
1944,Working LCD,0,0,0,None,7398f0267f4cb2f214f0bed667b09325,cd80fcccf8603938afd62a861fb7e40e
1945,Working hard drive,0,0,0,None,No hash,No hash
1946,Wrench,0,0,0,None,d08800a07199b8bc52954227df70bdd6,af3b7104d254786ab96acd5afe667827
1947,Xenomorph sealing foam,0,0,0,None,4f16023dcefff9e1e31decda2a87b79e,2e2ffbb4d7012a2eeb0b2fc16b8a154c
1948,Zibbo lighter,0,0,0,None,No hash,c0cc98e55cf056f11c108fc0549ed6f0
1949,Zibbo lighter,0,0,0,None,c67f10a1f7dd3e4f0dd68e172f962f11,c0cc98e55cf056f11c108fc0549ed6f0
1950,Cabinet key,6998,6998,7053,Price updated 3 days ago,b98c264a2fbe53809df530a8ef3c59c9,a64708380f031d0f4978ee4a65e187f4
1951,Car key,3000,3000,900,Price updated 2 days ago,ddc1bfd6f7bba4e62a73c40ae5828843,3c13d547269b8f32ecd79e2cd328e27c
1952,Cottage back entrance key,400000,400000,13872,Price updated 10 minutes ago,f37b5bee081a9df59f6be2e0e326cb3b,ab9317447511b721984fca0bfc8a12ac
1953,Cottage safe key,30999,30999,16890,Price updated an hour ago,9bde9363b9d865ecb59e87ded8d5d6cf,bceb2c7f56a947812d0ab4cf1eb15ccc
1954,Customs office key,10000,10000,6664,Price updated an hour ago,6d72767212a9b15b601e427936974287,c126f52e602abfabea39db9e3b207f11
1955,Door key,3000,3000,3163,Price updated 4 days ago,e01ff04ad4aa2cb6f2b094aaac2e5948,f8d2c6b54d9611812ac927a384499364
1956,Door key,3000,3000,3163,Price updated 4 days ago,e01ff04ad4aa2cb6f2b094aaac2e5948,f8d2c6b54d9611812ac927a384499364
1957,Dorm guard desk key,8250,8250,8520,Price updated 2 days ago,d65420810550db1207afc52404729a0b,6aa3e5486d6bd1af2d65a7882836bb81
1958,Dorm room 103 Key,2400,2400,2227,Price updated 5 days ago,2eec5aeba5ac6153f35b52e0792ffa82,58baefcb14a03b16d5536d8a255affbd
1959,Dorm room 104 Key,10800,10800,10800,Price updated 3 hours ago,0fd6dda1d6353e9347b2949d62fe5eb0,967e024292a1e2b52b8c124c913f07b3
1960,Dorm room 105 Key,2000,2000,645,Price updated 4 days ago,1652f54782432a67e03116188e4d4621,8403f1dd4b6a1015b7d3760cb0f97ef0
1961,Dorm room 108 Key,4000,4000,3614,Price updated 4 days ago,a20168e02bd8aceccfc477e06056da1e,39820491f5ef25ea14104a3db4d19006
1962,Dorm room 110 Key,20000,20000,21600,Price updated 3 hours ago,34c224dceb425cab1eafc7ff1d94839f,8b6cb233049219ee2b39edf87e62379c
1963,Dorm room 114 Key,9000,9000,8400,Price updated an hour ago,be77dec7e1e0263502603804c326f0eb,f0930127bea97926066888eee36cb781
1964,Dorm room 118 Key,3500,3500,3215,Price updated 4 days ago,c277217721a5a55142c3d8143d80b5d0,444a7bf184da5a51709108e118cd996b
1965,Dorm room 203 Key,4500,4500,2142,Price updated 5 days ago,f01842b88241b38288c8343c1780a3d5,497b3c7336f8817d267c9a4794dc6871
1966,Dorm room 204 Key,8000,8000,3430,Price updated 2 days ago,fe0c35148bd5b2bbf7be2c958d597b15,ea26c7f0cdae5e1e3744a885a0898b7f
1967,Dorm room 206 Key,7800,7800,1041,Price updated 4 days ago,d5086863776fe1e6218f98dce81da350,89adc2c3ea1ed8bfbd01ffbf5c2bd022
1968,Dorm room 214 Key,25500,25500,25200,Price updated an hour ago,19a01b1bbc3bfdc54466e51159b13bd1,c5e75d4822d85288f724bbbb5f55517f
1969,Dorm room 218 Key,4600,4600,4594,Price updated 4 days ago,a23444b8b1f950270d1f08c2674fc926,cf07b5d45fb3c3af773e134fe196eb31
1970,Dorm room 220 Key,16000,16000,6661,Price updated 3 hours ago,817872e117493ab708e90b8cd84f8947,ead7ee4699c7fb7a93d4f130506b7bf7
1971,Dorm room 303 Key,8888,8888,4456,Price updated 24 minutes ago,583241aa24954a427e21bafc15bd0567,8aff263497a562d243921475a4ec61a8
1972,Dorm room 306 Key,3699,3699,3665,Price updated 5 days ago,27b814887815ff6d263fc2549dba04b5,ee5330bdafc9bce58c70ca1a5cd16810
1973,Dorm room 308 Key,2300,2300,2100,Price updated 4 days ago,0db201c12fff68f9c50cc08a2e7453c8,227c4cafe693d76436b3c5a1588d4bc4
1974,Dorm room 315 Key,5999,5999,6600,Price updated 3 days ago,c9e77216b9a79b2c86467fa45bd1f19e,d03bdd8b6b76f7f4981807631caedd09
1975,East wing room 205 key,58000,58000,57000,Price updated 3 hours ago,51cd20662fcac07186a187b334c10f1c,9699180083c64d124d1e8798d2fa84e8
